Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	Replicate	Seeding Density	IC50	Emax (IC)	AUC (IC)	Curve Fit (IC)	r^2 (IC)	EC50 (IC)	Einf (IC)	Hill Coefficient (IC)	GR50	GRmax	AUC (GR)	Curve Fit (GR)	r^2 (GR)	EC50 (GR)	GRinf	Hill Coefficient (GR)
50057	SK-BR-3	10135-101-1	Linsitinib	7	5000.00	Inf	0.7633	0.0686	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9732	3.3662	0.7113	0.6977	Inf	0.7108	0.0826	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9744	4.5037	0.6229	0.6567
50057	SK-BR-3	10236-999-2	17-AAG	7	156.25	Inf	0.6507	0.2587	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.604	0.0041	0.7107	1.6711	Inf	0.5137	0.3602	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6048	0.0043	0.5928	1.4944
50057	SK-BR-3	10236-999-2	17-AAG	7	312.50	Inf	0.5881	0.3667	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8866	0.0028	0.5980	1.6852	0.003	-0.1098	0.9907	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9361	0.0031	-0.0810	5.0000
50057	SK-BR-3	10236-999-2	17-AAG	7	625.00	Inf	0.5137	0.4179	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9441	0.0026	0.5519	5.0000	0.0027	-0.0429	0.8987	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9466	0.0026	0.0360	5.0000
50057	SK-BR-3	10236-999-2	17-AAG	7	1250.00	0.0163	0.4204	0.4846	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9851	0.0051	0.4385	1.8104	0.0049	-0.1030	0.9198	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9845	0.0053	-0.0688	1.8505
50057	SK-BR-3	10236-999-2	17-AAG	7	2500.00	0.0891	0.4737	0.4267	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9898	0.0068	0.4830	1.3149	0.0064	-0.0575	0.8578	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9896	0.0068	-0.0381	1.3322
50057	SK-BR-3	10236-999-2	17-AAG	7	5000.00	Inf	0.5848	0.3448	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9843	0.0108	0.5607	2.0754	0.0285	0.4685	0.4459	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9778	0.011	0.4304	2.0828
50057	SK-BR-3	10051-104-1	Lapatinib	8	156.25	Inf	0.6286	0.0843	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9397	0.9707	0.6176	1.1365	14.5868	0.5010	0.1165	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9587	1.1539	0.4669	1.0703
50057	SK-BR-3	10051-104-1	Lapatinib	8	312.50	Inf	0.5459	0.1398	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9045	0.4817	0.5720	1.2347	0.3606	-0.2101	0.4142	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9179	0.4621	-0.1692	1.1751
50057	SK-BR-3	10051-104-1	Lapatinib	8	625.00	3.4067	0.4553	0.3231	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9629	0.035	0.4922	0.9092	0.04	-0.0326	0.6085	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9617	0.0369	0.0342	0.8915
50057	SK-BR-3	10051-104-1	Lapatinib	8	1250.00	0.2306	0.4105	0.3776	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9852	0.0282	0.4311	0.9427	0.0325	-0.0208	0.6401	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9837	0.0312	0.0182	0.9266
50057	SK-BR-3	10051-104-1	Lapatinib	8	2500.00	Inf	0.5009	0.3429	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9823	0.0236	0.5033	1.1005	0.0297	0.0890	0.6214	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9817	0.0246	0.0937	1.1007
50057	SK-BR-3	10051-104-1	Lapatinib	8	5000.00	Inf	0.6214	0.2728	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9735	0.0274	0.6002	1.2193	Inf	0.5434	0.3263	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9712	0.03	0.5155	1.2513
50057	SK-BR-3	10097-101-1	Erlotinib	8	156.25	Inf	0.7498	-0.0025	flat fit: x = Einf	0.2395	Inf	0.7498	0.0000	Inf	0.6757	0.0034	flat fit: x = Einf	0.2852	Inf	0.6757	0.0000
50057	SK-BR-3	10097-101-1	Erlotinib	8	312.50	Inf	0.8004	-0.0130	flat fit: x = Einf	0.1445	Inf	0.8004	0.0000	Inf	0.4426	0.0291	flat fit: x = Einf	0.3495	Inf	0.4426	0.0000
50057	SK-BR-3	10097-101-1	Erlotinib	8	625.00	Inf	0.6126	0.0890	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9399	2.3966	0.5859	1.1381	4.1534	0.2727	0.1835	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9627	2.5395	0.2046	1.0700
50057	SK-BR-3	10097-101-1	Erlotinib	8	1250.00	15.7061	0.4788	0.1222	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9121	6.8235	0.2962	1.0762	5.1618	0.1089	0.2086	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9256	7.2066	-0.2181	1.0846
50057	SK-BR-3	10097-101-1	Erlotinib	8	2500.00	Inf	0.5134	0.0825	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.984	4.0127	0.5139	3.4334	4.3777	0.1134	0.1551	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9887	4.059	0.1133	3.4009
50057	SK-BR-3	10097-101-1	Erlotinib	8	5000.00	Inf	0.5579	0.0680	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9829	7.1425	0.5307	2.7310	14.5421	0.4556	0.0804	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9861	7.5151	0.4175	2.7290
50057	SK-BR-3	10135-101-1	Linsitinib	8	156.25	46.3136	0.8005	-0.0111	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7292	22.2213	0.4813	4.4761	24.0619	0.6948	0.0036	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7825	23.9551	0.0099	4.4875
50057	SK-BR-3	10135-101-1	Linsitinib	8	312.50	29.16	0.7554	-0.0198	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7836	21.8238	0.3800	4.9241	18.3512	0.3167	-0.0104	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9523	22.8607	-1.0000	5.0000
50057	SK-BR-3	10135-101-1	Linsitinib	8	625.00	37.2116	0.7216	0.0018	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8347	24.5116	0.2938	2.1213	19.4615	0.4798	0.0294	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9134	34.3817	-0.9615	1.8848
50057	SK-BR-3	10135-101-1	Linsitinib	8	1250.00	33.7	0.5878	0.0576	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9281	33.7	0.0000	0.8786	12.9477	0.3081	0.0965	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9433	45.6592	-1.0000	0.8717
50057	SK-BR-3	10135-101-1	Linsitinib	8	2500.00	54.598	0.6325	0.0706	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9457	54.5886	0.0001	0.6387	12.3165	0.3367	0.1263	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9459	69.9717	-1.0000	0.6324
50057	SK-BR-3	10135-101-1	Linsitinib	8	5000.00	Inf	0.7530	0.0560	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9753	2.4998	0.7612	1.4176	Inf	0.7135	0.0635	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9737	2.761	0.7175	1.3379
50057	SK-BR-3	10236-999-2	17-AAG	8	156.25	Inf	0.7016	0.1405	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7185	0.0052	0.7142	4.9998	Inf	0.6033	0.1966	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7037	0.0049	0.6175	5.0000
50057	SK-BR-3	10236-999-2	17-AAG	8	312.50	Inf	0.6315	0.1573	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9353	0.0078	0.6356	3.4227	0.0073	-0.0134	0.4517	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9484	0.0072	0.0176	3.3736
50057	SK-BR-3	10236-999-2	17-AAG	8	625.00	0.0138	0.3989	0.2715	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9759	0.0058	0.4288	2.2474	0.0054	-0.1450	0.5189	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9832	0.0058	-0.0864	2.1832
50057	SK-BR-3	10236-999-2	17-AAG	8	1250.00	0.0163	0.3853	0.2759	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.984	0.0073	0.4001	1.9804	0.0073	-0.0664	0.4693	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.986	0.0076	-0.0408	1.9257
50057	SK-BR-3	10236-999-2	17-AAG	8	2500.00	0.0243	0.4301	0.2343	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9935	0.0076	0.4458	1.9132	0.0076	-0.0471	0.4306	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9958	0.0078	-0.0182	1.8695
50057	SK-BR-3	10236-999-2	17-AAG	8	5000.00	Inf	0.5269	0.1588	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9948	0.0192	0.5196	1.6160	0.0576	0.4110	0.1921	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9959	0.0211	0.3998	1.6017
50057	SK-BR-3	10051-104-1	Lapatinib	9	156.25	16.828	0.4816	0.1767	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8215	1.2472	0.3733	0.5275	0.1014	-0.5604	0.6141	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8844	0.3913	-0.6295	0.6032
50057	SK-BR-3	10051-104-1	Lapatinib	9	312.50	2.2746	0.3795	0.2568	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9457	0.4033	0.3227	0.5993	0.0872	-0.4691	0.6364	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9614	0.2675	-0.5330	0.6475
50057	SK-BR-3	10051-104-1	Lapatinib	9	625.00	0.4535	0.3903	0.3265	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9687	0.0438	0.4599	1.0787	0.0378	-0.2262	0.6564	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9715	0.044	-0.0880	1.0679
50057	SK-BR-3	10051-104-1	Lapatinib	9	1250.00	0.1276	0.3149	0.4108	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9823	0.0298	0.3707	0.9302	0.0277	-0.2071	0.7021	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98	0.0342	-0.1035	0.8937
50057	SK-BR-3	10051-104-1	Lapatinib	9	2500.00	0.1185	0.3702	0.4010	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9886	0.0245	0.4085	1.0779	0.0206	-0.2023	0.7592	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9881	0.0255	-0.1278	1.0674
50057	SK-BR-3	10051-104-1	Lapatinib	9	5000.00	0.5429	0.4661	0.3311	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9932	0.0487	0.4569	1.0165	0.0277	-0.2726	0.8033	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.993	0.0433	-0.2906	1.0272
50057	SK-BR-3	10097-101-1	Erlotinib	9	156.25	Inf	0.6032	0.0567	flat fit: x = Einf	0.4594	Inf	0.6032	0.0000	0.8809	-0.2067	0.2563	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.527	0.6454	0.3945	5.0000
50057	SK-BR-3	10097-101-1	Erlotinib	9	312.50	Inf	0.5656	0.0376	flat fit: x = Einf	0.4325	Inf	0.5656	0.0000	Inf	-0.0876	0.1408	flat fit: x = Einf	0.4757	Inf	-0.0876	0.0000
50057	SK-BR-3	10097-101-1	Erlotinib	9	625.00	Inf	0.5151	0.0644	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.861	3.1561	0.6267	5.0000	3.6558	0.0260	0.1583	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8788	3.1813	0.2505	5.0000
50057	SK-BR-3	10097-101-1	Erlotinib	9	1250.00	Inf	0.4663	0.0964	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9651	3.091	0.5071	4.7085	3.3952	0.0882	0.1761	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9751	3.138	0.1627	5.0000
50057	SK-BR-3	10097-101-1	Erlotinib	9	2500.00	8.394	0.4877	0.0725	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9835	3.6905	0.4913	4.9264	3.7691	0.0296	0.1490	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9924	3.7115	0.0365	4.9260
50057	SK-BR-3	10097-101-1	Erlotinib	9	5000.00	25.7418	0.5094	0.0710	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9951	5.7287	0.4877	2.4636	4.7111	-0.1819	0.1790	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9972	5.4714	-0.2261	2.4938
50057	SK-BR-3	10135-101-1	Linsitinib	9	156.25	Inf	0.7476	0.0308	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7224	0.9102	0.8316	5.0000	1.1719	0.0729	0.1678	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6955	0.809	0.4216	5.0000
50057	SK-BR-3	10135-101-1	Linsitinib	9	312.50	23.384	0.6854	-0.0022	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8416	23.3753	0.0009	4.9931	17.9324	0.2633	0.0026	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9549	22.339	-1.0000	5.0000
50057	SK-BR-3	10135-101-1	Linsitinib	9	625.00	36.0947	0.6514	0.0194	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8768	36.0947	0.0000	1.1986	14.3799	0.3000	0.0655	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9245	36.7491	-1.0000	1.1709
50057	SK-BR-3	10135-101-1	Linsitinib	9	1250.00	32.0336	0.5655	0.0672	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9072	32.0336	0.0000	0.7510	10.5001	0.2677	0.1232	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9315	48.6073	-1.0000	0.7169
50057	SK-BR-3	10135-101-1	Linsitinib	9	2500.00	38.774	0.6199	0.0428	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9067	37.8633	0.0099	0.8410	11.5717	0.2859	0.0977	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9394	45.1607	-1.0000	0.8068
50057	SK-BR-3	10135-101-1	Linsitinib	9	5000.00	Inf	0.6977	0.0539	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9684	7.5266	0.5931	0.9411	6.7469	0.2426	0.1405	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.969	6.119	0.0454	0.9745
50057	SK-BR-3	10236-999-2	17-AAG	9	156.25	Inf	0.5581	0.2052	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9197	0.0043	0.5708	2.0315	0.003	-0.4063	0.6932	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9193	0.0038	-0.3594	2.1526
50057	SK-BR-3	10236-999-2	17-AAG	9	312.50	0.0417	0.4359	0.2189	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.973	0.0074	0.4658	1.5499	0.0057	-0.3653	0.5481	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9903	0.0078	-0.3105	1.5841
50057	SK-BR-3	10236-999-2	17-AAG	9	625.00	0.0221	0.3937	0.2255	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9824	0.0094	0.4103	2.0137	0.0081	-0.2193	0.4712	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9936	0.0095	-0.1863	2.0149
50057	SK-BR-3	10236-999-2	17-AAG	9	1250.00	0.0132	0.3623	0.2665	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9885	0.0074	0.3969	2.7260	0.0074	-0.1115	0.4600	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9908	0.0076	-0.0459	2.6632
50057	SK-BR-3	10236-999-2	17-AAG	9	2500.00	0.0261	0.3783	0.2095	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9816	0.0111	0.4100	2.0015	0.0101	-0.1859	0.4127	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9895	0.0114	-0.1292	1.9096
50057	SK-BR-3	10236-999-2	17-AAG	9	5000.00	Inf	0.4943	0.1427	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9935	0.0241	0.5062	1.9941	0.0197	-0.2129	0.3519	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9951	0.0229	-0.1843	2.0485
50058	MDA-MB-231	10024-101-1	NVP-TAE684	2	156.25	1.2344	0.2762	0.1500	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.983	1.0426	0.2850	5.0000	0.973	-0.3010	0.2908	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9941	1.0639	-0.2818	5.0000
50058	MDA-MB-231	10024-101-1	NVP-TAE684	2	312.50	1.4749	0.2208	0.1778	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9893	1.1269	0.2125	2.0569	0.9778	-0.3201	0.2993	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9963	1.2586	-0.3385	2.0480
50058	MDA-MB-231	10024-101-1	NVP-TAE684	2	625.00	2.0259	0.1623	0.1477	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9862	1.7158	0.1401	1.9799	1.4652	-0.3841	0.2402	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9942	2.0646	-0.4528	1.8800
50058	MDA-MB-231	10024-101-1	NVP-TAE684	2	1250.00	1.6884	0.1670	0.1816	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9912	1.4124	0.1518	2.0270	1.3223	-0.2819	0.2619	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9958	1.7108	-0.3233	1.9357
50058	MDA-MB-231	10024-101-1	NVP-TAE684	2	2500.00	1.7361	0.1953	0.2152	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.975	1.4942	0.0817	1.1887	1.1268	-0.2484	0.3087	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9809	1.6351	-0.3661	1.4754
50058	MDA-MB-231	10024-101-1	NVP-TAE684	2	5000.00	3.0012	0.2858	0.1311	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9982	2.2098	0.2699	2.5349	1.7148	-0.4251	0.2612	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9982	2.2135	-0.4567	2.5415
50058	MDA-MB-231	10049-101-1	PLX-4720	2	156.25	Inf	0.9623	-0.0429	flat fit: x = Einf	-1.5957	Inf	0.9623	0.0000	Inf	0.9789	-0.0458	flat fit: x = Einf	-3.3141	Inf	0.9789	0.0000
50058	MDA-MB-231	10049-101-1	PLX-4720	2	312.50	Inf	1.0408	-0.0494	flat fit: x = Einf	-269.5147	Inf	1.0408	0.0000	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000
50058	MDA-MB-231	10049-101-1	PLX-4720	2	625.00	Inf	0.9424	-0.0457	flat fit: x = Einf	-0.9622	Inf	0.9424	0.0000	Inf	0.9246	-0.0450	flat fit: x = Einf	-0.4498	Inf	0.9246	0.0000
50058	MDA-MB-231	10049-101-1	PLX-4720	2	1250.00	Inf	0.9469	-0.0345	flat fit: x = Einf	-0.3496	Inf	0.9469	0.0000	Inf	0.9379	-0.0332	flat fit: x = Einf	-0.1825	Inf	0.9379	0.0000
50058	MDA-MB-231	10049-101-1	PLX-4720	2	2500.00	26.7083	0.8078	-0.0124	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8311	26.6648	0.0041	5.0000	23.8837	0.7573	-0.0118	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8719	29.7222	-0.9924	5.0000
50058	MDA-MB-231	10049-101-1	PLX-4720	2	5000.00	Inf	0.8752	0.0054	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9176	17.374	0.7915	2.8318	Inf	0.7520	0.0101	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9161	17.2229	0.5906	2.8688
50058	MDA-MB-231	10071-101-1	Palbociclib	2	156.25	Inf	0.5232	0.3276	flat fit: x = Einf	0.4693	Inf	0.5232	0.0000	Inf	0.1671	0.5675	flat fit: x = Einf	0.4695	Inf	0.1671	0.0000
50058	MDA-MB-231	10071-101-1	Palbociclib	2	312.50	0.3967	0.4232	0.3703	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8804	0.0731	0.4460	1.3158	0.103	0.0768	0.5763	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8823	0.0852	0.1193	1.4383
50058	MDA-MB-231	10071-101-1	Palbociclib	2	625.00	0.4883	0.4179	0.3799	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8976	0.0683	0.4188	0.9244	0.1179	0.1470	0.5472	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9006	0.081	0.1436	0.9007
50058	MDA-MB-231	10071-101-1	Palbociclib	2	1250.00	0.5472	0.3442	0.3670	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9685	0.1401	0.3586	0.9266	0.2246	0.0908	0.4850	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9708	0.1672	0.1229	0.9545
50058	MDA-MB-231	10071-101-1	Palbociclib	2	2500.00	0.9395	0.3840	0.3640	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9534	0.1288	0.3682	0.6710	0.2072	0.1071	0.5061	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9595	0.1524	0.0989	0.7171
50058	MDA-MB-231	10071-101-1	Palbociclib	2	5000.00	Inf	0.6361	0.2408	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.946	0.0842	0.6153	0.7105	0.193	0.2656	0.4860	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9471	0.084	0.2238	0.7137
50058	MDA-MB-231	10099-101-1	Nilotinib	2	156.25	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	2	312.50	Inf	1.0500	-0.0366	flat fit: x = Einf	-2.3959	Inf	1.0500	0.0000	Inf	1.0500	-0.0377	flat fit: x = Einf	-1.813	Inf	1.0500	0.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	2	625.00	Inf	0.8634	-0.0302	flat fit: x = Einf	-0.1493	Inf	0.8634	0.0000	Inf	0.8202	-0.0256	flat fit: x = Einf	0.042	Inf	0.8202	0.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	2	1250.00	Inf	0.4695	0.0555	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8831	3.6433	0.5861	5.0000	6.3282	0.2967	0.0797	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.874	3.7318	0.4643	5.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	2	2500.00	5.1355	0.2962	0.1204	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9934	4.3087	0.2921	5.0000	4.4175	-0.0370	0.1751	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9959	4.4919	-0.0435	5.0000
50058	MDA-MB-231	10099-101-1	Nilotinib	2	5000.00	7.5678	0.3497	0.1149	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9889	5.2314	0.3339	2.9840	4.4233	-0.2974	0.2285	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9891	5.2371	-0.3287	2.9917
